SMILES,Tc,Source,Confidence
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.09864473,PI1070,0.5
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,0.104992442,PI1070,0.5
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,0.096025647,PI1070,0.5
*C(OC(F)(F)F)C(*)(F)F,0.113432798,PI1070,0.5
*C(F)C(*)(F)OC(F)(F)F,0.115882336,PI1070,0.5
*C(F)(F)C(*)(F)OC(F)(F)F,0.11540703,PI1070,0.5
*CC(*)OCC(C)(C)CC,0.235379261,PI1070,0.5
*CC(*)SC,0.202535215,PI1070,0.5
*CC(*)OCCC,0.240692237,PI1070,0.5
*CC(*)(F)C(C)=O,0.210118729,PI1070,0.5
*CC(*)C(=O)c1ccccc1,0.183250902,PI1070,0.5
*CC(*)C(=O)c1ccc(Br)c(OC)c1,0.149327416,PI1070,0.5
*CC(*)C(=O)c1ccc(Cl)cc1,0.143955688,PI1070,0.5
*CC(*)C(=O)c1ccc(CC)cc1,0.231546443,PI1070,0.5
*CC(*)C(=O)c1ccc(C(C)C)cc1,0.236631114,PI1070,0.5
*CC(*)C(=O)c1ccc(OC)cc1,0.228482209,PI1070,0.5
*CC(*)C(=O)c1ccc(C)c(C)c1,0.223876284,PI1070,0.5
*CC(*)C(=O)c1ccc(CCC)cc1,0.233892305,PI1070,0.5
*CC(*)OC(=O)c1ccccc1OC(C)=O,0.217738726,PI1070,0.5
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,0.24818347,PI1070,0.5
*CC(*)OC(=O)CCCC(=O)c1ccccc1,0.238763693,PI1070,0.5
*CC(*)OC(=O)c1cccc(Br)c1,0.137957273,PI1070,0.5
*CC(*)OC(=O)c1ccc(Br)cc1,0.139742427,PI1070,0.5
*CC(*)OC(=O)c1ccccc1Cl,0.171958387,PI1070,0.5
*CC(*)OC(=O)c1cccc(Cl)c1,0.153320971,PI1070,0.5
*CC(*)OC(=O)c1ccc(Cl)cc1,0.15531743,PI1070,0.5
*CC(*)OC(=O)C1CCCCC1,0.215272882,PI1070,0.5
*CC(*)OC(=O)CC1CCCCC1,0.222720187,PI1070,0.5
*CC(*)OC(=O)CCCC1CCCCC1,0.244722191,PI1070,0.5
*CC(*)OC(=O)c1ccc(OCC)cc1,0.229699129,PI1070,0.5
*CC(*)OC(=O)c1ccc(CC)cc1,0.231673795,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.124821014,PI1070,0.5
*CC(*)NC(=O)OC(C)(C)C,0.240864603,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.117620774,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.117573176,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.118403797,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)F,0.134381971,PI1070,0.5
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.117895156,PI1070,0.5
*CC(*)OC(=O)c1ccncc1,0.194295907,PI1070,0.5
*CC(*)OC(=O)c1ccc(C(C)C)cc1,0.241150434,PI1070,0.5
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,0.212645982,PI1070,0.5
*CC(*)OC(=O)c1ccccc1OC,0.216310624,PI1070,0.5
*CC(*)OC(=O)c1cccc(OC)c1,0.21828481,PI1070,0.5
*CC(*)OC(=O)c1ccc(OC)cc1,0.222833617,PI1070,0.5
*CC(*)OC(=O)c1ccccc1C,0.223566569,PI1070,0.5
*CC(*)OC(=O)c1cccc(C)c1,0.210139794,PI1070,0.5
*CC(*)OC(=O)c1ccc(C)cc1,0.205615125,PI1070,0.5
*CC(*)OC(=O)CC(C)(C)c1ccccc1,0.205542847,PI1070,0.5
*CC(*)OC(=O)C(C)(C)CCC,0.219638957,PI1070,0.5
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,0.20834975,PI1070,0.5
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,0.21225308,PI1070,0.5
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,0.214976534,PI1070,0.5
*CC(*)OC(=O)c1cccnc1,0.195169036,PI1070,0.5
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,0.196771713,PI1070,0.5
*CC(*)OC(=O)CCCCCCC,0.270802383,PI1070,0.5
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,0.105366502,PI1070,0.5
*CC(*)OC(=O)CCl,0.218868603,PI1070,0.5
*CC(*)OCCCl,0.187521218,PI1070,0.5
*CC(*)OCCOC,0.251788875,PI1070,0.5
*CC(*)OCC(F)(F)F,0.150868966,PI1070,0.5
*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.268835353,PI1070,0.5
*CC(*)OC(=O)C1CCCC1,0.23014149,PI1070,0.5
*CC(*)OC(=O)C1(C)CCCCC1,0.199836391,PI1070,0.5
*CC(*)P(=O)(c1ccccc1)c1ccccc1,0.152952702,PI1070,0.5
*CC(*)P(=O)(OCC)N(C)C,0.207524248,PI1070,0.5
*CC(*)P(=O)(Oc1ccccc1)N(C)C,0.193867563,PI1070,0.5
*CC(*)c1nc(C)nc(C)n1,0.263398106,PI1070,0.5
*CC(*)OC(=O)CCCCCCCCC,0.286467814,PI1070,0.5
*CC(*)OC(=O)CCCCC,0.259631398,PI1070,0.5
*CC(OC)C1C(=O)OC(=O)C1*,0.21637842,PI1070,0.5
*CC(OC)C(C(=O)O)C(*)C(=O)O,0.302701509,PI1070,0.5
*CCCC=C(*)c1ccc(OC)cc1,0.225130935,PI1070,0.5
*CCCC=C(*)c1ccccc1,0.210673224,PI1070,0.5
*CCCC=C(*)c1ccc(Cl)cc1,0.170800563,PI1070,0.5
*CC(*)CNc1ccc([N+](=O)[O-])cc1,0.252535899,PI1070,0.5
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,0.245603324,PI1070,0.5
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.206534587,PI1070,0.5
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.236441097,PI1070,0.5
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.263259921,PI1070,0.5
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,0.268797476,PI1070,0.5
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,0.2621942,PI1070,0.5
*CC(*)N1CCNC1,0.239553034,PI1070,0.5
*CC(*)OC(=O)c1ccc(C#N)cc1,0.188964216,PI1070,0.5
*CC(*)OCC(C)(C)CC(C)C,0.254371124,PI1070,0.5
*C(F)(F)C(*)(F)OC(F)C(F)F,0.143872872,PI1070,0.5
*CC(*)C(=O)c1ccc(Br)cc1,0.12605159,PI1070,0.5
*CC(*)OC(=O)CC1CCCC1,0.236625928,PI1070,0.5
*CC(*)N1CCCC1=O,0.236040386,PI1070,0.5
*CCC1CC2C(CC(*)C2OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.248651693,PI1070,0.5
*CC(*)C(=O)O,0.351557632,PI1070,0.5
*CC(*)C(=O)OC,0.249473618,PI1070,0.5
*CC(*)C(=O)OCCC,0.245170112,PI1070,0.5
*CC(*)C(=O)OC(C)C,0.251403563,PI1070,0.5
*CC(*)C(=O)OCC(C)C,0.241958713,PI1070,0.5
*CC(*)C(=O)OC(C)(C)C,0.228960032,PI1070,0.5
*CC(*)C(=O)OCCCCCCC,0.258296751,PI1070,0.5
*CC(*)C(=O)OCCCCCCCC,0.283339543,PI1070,0.5
*CC(*)C(=O)OCCCCCCCCCCCC,0.309141226,PI1070,0.5
*CC(*)C(=O)OCC=C,0.263380595,PI1070,0.5
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,0.208176754,PI1070,0.5
*CC(*)C(=O)OCC(F)(F)F,0.164710423,PI1070,0.5
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,0.143562058,PI1070,0.5
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,0.132233355,PI1070,0.5
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,0.108082679,PI1070,0.5
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,0.102567279,PI1070,0.5
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,0.149880398,PI1070,0.5
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,0.134586462,PI1070,0.5
*CC(*)(C)C(=O)OCCC,0.217185653,PI1070,0.5
*CC(*)(C)C(=O)OC(C)C,0.212297791,PI1070,0.5
*CC(*)(C)C(=O)OCC(C)C,0.211663838,PI1070,0.5
*CC(*)(C)C(=O)OCCO,0.250973925,PI1070,0.5
*CC(*)C(N)=O,0.444629702,PI1070,0.5
*CC(*)C(=O)Oc1ccccc1C(=O)OC,0.219785117,PI1070,0.5
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,0.218273906,PI1070,0.5
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,0.234531676,PI1070,0.5
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,0.235991614,PI1070,0.5
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,0.246881391,PI1070,0.5
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,0.254460099,PI1070,0.5
*CC(*)(C)C(=O)OCC(C)O,0.247322516,PI1070,0.5
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],0.219332193,PI1070,0.5
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,0.243504441,PI1070,0.5
*C(*)C(=O)OCC,0.225814865,PI1070,0.5
*C(*)C(=O)OC,0.222112653,PI1070,0.5
*C(*)C(=O)OCCC,0.244933508,PI1070,0.5
*CC(*)C(=O)OCCO,0.297878745,PI1070,0.5
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,0.238137173,PI1070,0.5
*CC(*)C(=O)OC1CCCCCCCCCCC1,0.245455632,PI1070,0.5
*CC(*)(F)F,0.148188116,PI1070,0.5
*CC(*)(Cl)Cl,0.096200541,PI1070,0.5
*C(F)C(*)(F)F,0.14138687,PI1070,0.5
*C(F)(F)C(*)(F)F,0.19501973,PI1070,0.5
*CCC=C(*)Cl,0.156164169,PI1070,0.5
*C(F)(F)C(*)(F)C(F)(F)F,0.082200976,PI1070,0.5
*CC/C=C(\*)C,0.232021285,PI1070,0.5
*CC/C=C(/*)Cl,0.170304562,PI1070,0.5
*CC/C=C(\*)Cl,0.150572404,PI1070,0.5
*CC(*)C=C,0.273513817,PI1070,0.5
*CCC=C(*)C,0.231880959,PI1070,0.5
*CCO*,0.228362211,PI1070,0.5
*CC(C)O*,0.239033549,PI1070,0.5
*CC(CCl)O*,0.164668029,PI1070,0.5
*CCCCO*,0.280752907,PI1070,0.5
*Oc1c(C)cc(*)cc1C,0.250026591,PI1070,0.5
*Oc1c(OC)cc(*)cc1OC,0.240386045,PI1070,0.5
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,0.184951114,PI1070,0.5
*C(=O)OCCOC(=O)c1ccc(*)o1,0.228261215,PI1070,0.5
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,0.215430956,PI1070,0.5
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0.247366967,PI1070,0.5
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0.250970317,PI1070,0.5
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.300233168,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,0.211169803,PI1070,0.5
*CC1CC(*)OC(CCC)O1,0.253400518,PI1070,0.5
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,0.28329363,PI1070,0.5
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,0.169806655,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.162123893,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,0.207453817,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,0.234731231,PI1070,0.5
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,0.229938844,PI1070,0.5
*CCOCC(=O)O*,0.238989416,PI1070,0.5
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.253846443,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,0.213575422,PI1070,0.5
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,0.272492356,PI1070,0.5
*CCCSS*,0.150655425,PI1070,0.5
*Sc1ccc(*)cc1,0.165856187,PI1070,0.5
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,0.215699363,PI1070,0.5
*CCOC(=O)CCC(=O)O*,0.237840575,PI1070,0.5
*CCCCOC(=O)CCC(=O)O*,0.239020305,PI1070,0.5
*CCOC(=O)CCCCCCCCC(=O)O*,0.257154282,PI1070,0.5
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,0.281178878,PI1070,0.5
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.235166491,PI1070,0.5
*CCOC(=O)c1cccc(C(=O)O*)c1,0.200585896,PI1070,0.5
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,0.25637618,PI1070,0.5
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,0.254809517,PI1070,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,0.27751155,PI1070,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0.244415588,PI1070,0.5
*CCOC(=O)c1ccc2ccc(C(=O)O*)cc2c1,0.22543537,PI1070,0.5
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.225246348,PI1070,0.5
*CCCCOC(=O)CCCCC(=O)O*,0.259346678,PI1070,0.5
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,0.216708127,PI1070,0.5
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,0.212331447,PI1070,0.5
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,0.211562934,PI1070,0.5
*CCCCCC(=O)O*,0.249772695,PI1070,0.5
*CCCOC(=O)c1ccc(C(=O)O*)cc1,0.241216197,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCC(*)=O)cc2)cc1,0.265574997,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,0.283829933,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,0.286484859,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,0.290122557,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,0.275167556,PI1070,0.5
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,0.362079429,PI1070,0.5
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,0.251101033,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,0.274021583,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,0.299849025,PI1070,0.5
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0.279614546,PI1070,0.5
*CC1CCC(COC(=O)CCC(=O)O*)CC1,0.229884201,PI1070,0.5
*OC(C)CC(*)=O,0.215459839,PI1070,0.5
*OC(C)C(*)=O,0.210749746,PI1070,0.5
*CC(C)(CCC)C(=O)O*,0.211231836,PI1070,0.5
*Cc1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.272842323,PI1070,0.5
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,0.262542365,PI1070,0.5
*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,0.259588395,PI1070,0.5
*CCOC(=O)C1CCC(C(=O)O*)CC1,0.235244695,PI1070,0.5
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.256386682,PI1070,0.5
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,0.274848798,PI1070,0.5
*CCCCCCOC(=O)CCCCCCCC(=O)O*,0.283677138,PI1070,0.5
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.280572663,PI1070,0.5
*CC(C)(C)COC(=O)CCC(=O)O*,0.228303005,PI1070,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,0.248641039,PI1070,0.5
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.255211674,PI1070,0.5
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.227057601,PI1070,0.5
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.224493248,PI1070,0.5
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.242269675,PI1070,0.5
*CCCCCCNC(=O)CCCCC(=O)N*,0.307882451,PI1070,0.5
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,0.308756347,PI1070,0.5
*CCCCCCC(=O)N*,0.310631867,PI1070,0.5
*CCCCCCCCC(=O)N*,0.307321668,PI1070,0.5
