,SMILES,Tg,FFV,Rg,Density,Tc,id
35669,*CC(*)CCCC(C)(C)C,,,14.35781565,0.818440434,0.257288867,35669
35670,*CC(*)CCC1CCCCC1,,,14.07993929,0.887375098,0.251637679,35670
35671,*CC(*)CCCC1CCCCC1,,,13.32480759,0.882254928,0.265537579,35671
35672,*CC1(*)CCC(C)CC1,,,16.54077615,0.85730737,0.21062304,35672
35673,*CC(*)(C)CCC,,,15.69240776,0.818195516,0.243076256,35673
35674,*/C=C/CC*,,,22.53469118,0.883044552,0.303711437,35674
35675,*/C=C\CC*,,,20.39705577,0.891055243,0.266947942,35675
35676,*C=CCC*,,,22.35804209,0.884263619,0.314780299,35676
35677,*C(C)C(*)C,,,19.769244,0.8235685,0.264498348,35677
35678,*/C=C/*,,,85.68401866,0.887086616,,35678
35679,*CCC(C)C(*)C,,,18.8906591,0.831701925,0.254887827,35679
35680,*CCC1CCCC1*,,,17.1369163,0.906448376,0.250907231,35680
35681,*C=CCCCCCCCC*,,,22.38144722,0.85471523,0.343357529,35681
35682,*CC(*)CCCCCCCCCCCCCCCCCCCC,,,14.17209546,0.834006133,0.393169818,35682
35683,*/C=C/CCCCCCCCCC*,,,22.20393175,0.853346172,0.336324709,35683
35684,*CC(*)CCCCCCCCCCCCCC,,,13.51600024,0.832142984,0.365110117,35684
35685,*C=CCCCCCC*,,,20.5890575,0.857672969,0.302191029,35685
35686,*/C=C/CCC*,,,21.20185181,0.870773195,0.289325665,35686
35687,*CC(*)C(C)(C)C,,,15.93618471,0.80536494,0.210797175,35687
35688,*/C=C\CCCC*,,,18.83393128,0.868416895,0.263602776,35688
35689,*CC(*)CCCCCCCCCCCCC,,,13.21145476,0.833225353,0.349106811,35689
35690,*C(CC)C(*)CC,,,17.80886641,0.823310611,0.250042719,35690
35691,*CC(*)CCCCCCCCCCC,,,13.10676513,0.833532988,0.329033378,35691
35692,*CC(*)CCCCCCCCC,,,13.8933044,0.829999326,0.296879704,35692
35693,*CC(*)C1CCCC(C)C1,,,14.69170054,0.860408044,0.212366103,35693
35694,*CC(*)C1CCC(C)CC1,,,14.89340858,0.846306645,0.229479225,35694
35695,*CC(*)C1CC=CCC1,,,16.28976431,0.894488285,0.196699201,35695
35696,*CCC=C(*)CCCCCCC,,,14.82336082,0.850100168,0.278102134,35696
35697,*CCC=C(*)C(C)C,,,17.34006864,0.8495405,0.235767575,35697
35698,*/C=C\CCC*,,,19.41179187,0.876838662,0.244482147,35698
35699,*CC(*)CCC(C)(C)C,,,14.9505416,0.816714682,0.249457925,35699
35700,*C1CCC1*,,,29.98560531,0.894726143,0.236871624,35700
35701,*/C=C\*,,,29.50466545,0.959011341,0.573236329,35701
35702,*/C=C\CCCCC*,,,20.47395209,0.867588794,0.271936281,35702
35703,*C=CC1CCC(*)C1,,,27.70781213,0.952823858,0.309193929,35703
35704,*/C=C/C(C*)C(C)CC,,,16.7271141,0.850539749,0.237962753,35704
35705,*CCC=C(*)CCC,,,16.62491893,0.866168537,0.257522564,35705
35706,*C=CCCCCCCCCCC*,,,22.18283972,0.852224825,0.357300526,35706
35707,*CC1(*)CCCCC1,,,15.53389008,0.878255967,0.209508397,35707
35708,*C=CC(C)CCCCC*,,,21.24571185,0.848448936,0.264312063,35708
35709,*CC/C=C(\*)C(C)(C)C,,,16.84381245,0.865138951,0.230866797,35709
35710,*CC(*)c1ccccc1,,,16.61375099,0.990788525,0.203029804,35710
35711,*CC(*)c1ccccc1C,,,17.4908753,0.978948821,0.23889195,35711
35712,*CC(*)c1ccccc1CC,,,15.63555438,0.956120289,0.223756212,35712
35713,*CC(*)c1ccccc1COC,,,15.12599095,1.023668496,0.19732083,35713
35714,*CC(*)c1ccccc1COCC,,,13.822737,1.020552204,0.211823768,35714
35715,*CC(*)c1ccccc1COCCC,,,14.59224927,1.002033696,0.22997739,35715
35716,*CC(*)c1ccccc1COC(C)C,,,14.05306777,0.985738485,0.220707828,35716
35717,*CC(*)c1ccccc1COCCCC,,,13.56616351,0.987425981,0.220379086,35717
35718,*CC(*)c1ccccc1COCCCCC,,,14.35390981,0.977922828,0.238571654,35718
35719,*CC(*)c1ccccc1COCCC(C)C,,,14.45873814,0.981459783,0.237360118,35719
35720,*CC(*)c1ccccc1COCc1ccccc1,,,14.11258884,1.087022171,0.204719244,35720
35721,*CC(*)c1ccccc1COCCc1ccccc1,,,13.49363288,1.073511826,0.206285623,35721
35722,*CC(*)c1ccccc1C(=O)NC,,,14.2222386,1.05618534,0.192915175,35722
35723,*CC(*)c1ccccc1C(=O)N(C)C,,,14.34481433,1.019914094,0.186909259,35723
35724,*CC(*)c1ccccc1C(=O)Nc1ccccc1,,,15.35270772,1.113471778,0.197508078,35724
35725,*CC(*)c1ccccc1C(=O)O,,,17.30086834,1.14579736,0.221643379,35725
35726,*CC(*)c1ccccc1C(=O)OC,,,14.95874782,1.093619065,0.193160544,35726
35727,*CC(*)c1ccccc1C(=O)OCC,,,15.25587433,1.070874613,0.216698631,35727
35728,*CC(*)c1ccccc1C(=O)OCCC,,,14.11532006,1.060275726,0.209516095,35728
35729,*CC(*)c1ccccc1C(=O)OC(C)C,,,14.18096027,1.04558941,0.208751466,35729
35730,*CC(*)c1ccccc1C(=O)OCCCC,,,14.65218988,1.040151362,0.225796643,35730
35731,*CC(*)c1ccccc1C(=O)OCC(C)C,,,14.5338504,1.035196742,0.203326994,35731
35732,*CC(*)c1ccccc1C(=O)OCCCCC,,,14.46126705,1.030247482,0.230202874,35732
35733,*CC(*)c1ccccc1C(=O)OCCC(C)C,,,14.4306517,1.035083827,0.218106694,35733
35734,*CC(*)c1ccccc1C(=O)OCCCCCC,,,13.19402732,1.011034746,0.238187774,35734
35735,*CC(*)c1ccccc1C(=O)Oc1ccccc1,,,13.97527172,1.133417531,0.192525654,35735
35736,*CC(*)c1ccccc1C(=O)OCCN(C)C,,,13.93175461,1.081969242,0.216260507,35736
35737,*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,,,14.7171157,1.072615261,0.258067435,35737
35738,*CC(*)c1ccccc1OC,,,15.86315929,1.022974296,0.214975451,35738
35739,*CC(*)c1ccccc1Cl,,,16.45969775,1.153238245,0.155241408,35739
35740,*CC(*)c1ccccc1F,,,16.87173852,1.105762216,0.180059006,35740
35741,*CC(*)c1cccc(C)c1,,,16.34575568,0.969357307,0.227224304,35741
35742,*CC(*)c1cccc(CC)c1,,,15.84976465,0.951189371,0.230753147,35742
35743,*CC(*)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,,,14.72292163,1.059615223,0.222348269,35743
35744,*CC(*)c1cccc(Cl)c1,,,17.33948171,1.138997982,0.141849652,35744
35745,*CC(*)c1cccc(F)c1,,,17.72241416,1.097086163,0.165605561,35745
35746,*CC(*)c1ccc(C)cc1,,,15.84597516,0.954853504,0.207409376,35746
35747,*CC(*)c1ccc(CC)cc1,,,15.56198015,0.946653191,0.241331997,35747
35748,*CC(*)c1ccc(C(C)C)cc1,,,15.15661624,0.923190056,0.245006224,35748
35749,*CC(*)c1ccc(CCCC)cc1,,,14.8552015,0.931491324,0.246370764,35749
35750,*CC(*)c1ccc(C(C)(C)C)cc1,,,14.30377054,0.89655902,0.235879806,35750
35751,*CC(*)c1ccc(C(C)CC)cc1,,,12.82216991,0.914850756,0.23187009,35751
35752,*CC(*)c1ccc(CCCCCC)cc1,,,14.12902258,0.918524608,0.255178414,35752
35753,*CC(*)c1ccc(CCCCCCCC)cc1,,,13.38649534,0.905274422,0.284941701,35753
35754,*CC(*)c1ccc(CCCCCCCCC)cc1,,,13.85493272,0.902766866,0.276524365,35754
35755,*CC(*)c1ccc(CCCCCCCCCC)cc1,,,13.22855054,0.899890732,0.300936032,35755
35756,*CC(*)c1ccc(CCCCCCCCCCCC)cc1,,,13.38250161,0.894841977,0.302738789,35756
35757,*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,,,13.29611425,0.887566319,0.320037972,35757
35758,*CC(*)c1ccc(CCCCCCCCCCCCCCCC)cc1,,,13.61876978,0.886142951,0.337054547,35758
35759,*CC(*)c1ccc(CCCCCCCCCCCCCCCCCC)cc1,,,13.87946955,0.878911528,0.317277699,35759
35760,*CC(*)c1ccc(-c2ccccc2)cc1,,,14.54803603,1.030455771,0.200955009,35760
35761,*CC(*)c1ccc(COCCOCC)cc1,,,14.34922191,1.048857628,0.249515883,35761
35762,*CC(*)c1ccc(C#N)cc1,,,16.9408436,1.017159224,0.174135805,35762
35763,*CC(*)c1ccc(Cl)cc1,,,18.43133959,1.143288057,0.150273069,35763
35764,*CC(*)c1ccc(Br)cc1,,,18.90727861,1.461570466,0.124850886,35764
35765,*CC(*)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,,,15.21371358,1.594542527,0.116253947,35765
35766,*CC(*)c1ccc(C(C)=NO)cc1,,,16.88235418,1.056409606,0.262934975,35766
35767,*CC(*)c1ccc(C(C)(C)O)cc1,,,14.24456805,1.006839479,0.268025613,35767
35768,*CC(*)c1ccc(C(C)(O)CC)cc1,,,14.36693126,0.984772104,0.260987479,35768
35769,*CC(*)c1ccc(C(C)(O)CCC)cc1,,,14.4775695,0.961746913,0.266747745,35769
35770,*CC(*)c1ccc(C(C)(O)CCCC)cc1,,,12.83039798,0.964527544,0.262999518,35770
35771,*CC(*)c1ccc(C(C)(O)CCCCC)cc1,,,12.68780054,0.955479058,0.27418578,35771
35772,*CC(*)c1ccc(C(O)CCN(C)C)cc1,,,13.98079175,1.029659127,0.268210349,35772
35773,*CC(*)c1ccc(C(O)CCN2CCCCC2)cc1,,,12.6922634,1.022718168,0.250363552,35773
35774,*CC(*)c1ccc(C(O)CCN2CCOCC2)cc1,,,13.11344595,1.085230389,0.232670764,35774
35775,*CC(*)c1ccc(COC)cc1,,,14.55788133,1.03750338,0.228853851,35775
35776,*CC(*)c1ccc(COCCO)cc1,,,15.16861857,1.099535621,0.25859742,35776
35777,*CC(*)c1ccc(COCCC)cc1,,,12.58385702,1.005095307,0.237335127,35777
35778,*CC(*)c1ccc(COCCCC)cc1,,,13.60171636,0.992325334,0.260603141,35778
35779,*CC(*)c1ccc(COCCCCO)cc1,,,14.44348152,1.064499301,0.272183986,35779
35780,*CC(*)c1ccc(COC(C)CC)cc1,,,13.53195109,0.973651082,0.247595241,35780
35781,*CC(*)c1ccc(COCCCCCC)cc1,,,13.35700392,0.964533398,0.261210733,35781
35782,*CC(*)c1ccc(COCCOCCCC)cc1,,,14.09935019,1.013534512,0.2507784,35782
35783,*CC(*)c1ccc(C(=O)N(C)C)cc1,,,15.9123512,1.05442617,0.247926371,35783
35784,*CC(*)c1ccc(C(=O)N(CC)CC)cc1,,,14.43613402,1.0040739,0.241507546,35784
35785,*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,,,13.90916341,1.036942875,0.235723579,35785
35786,*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,,,13.83668426,1.040490676,0.245284571,35786
35787,*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,,,15.78200571,1.103347893,0.22605657,35787
35788,*CC(*)c1ccc(C(=O)OC)cc1,,,15.11730414,1.090571368,0.223091355,35788
35789,*CC(*)c1ccc(C(=O)OCC)cc1,,,15.33141492,1.05070326,0.235563807,35789
35790,*CC(*)c1ccc(C(=O)OCCC)cc1,,,14.55540999,1.047044212,0.24176446,35790
35791,*CC(*)c1ccc(C(=O)OC(C)C)cc1,,,15.52167208,1.02693306,0.250453544,35791
35792,*CC(*)c1ccc(C(=O)OCCCC)cc1,,,14.69007069,1.030347418,0.261827286,35792
35793,*CC(*)c1ccc(C(=O)OCC(C)C)cc1,,,14.58801332,1.017692103,0.237523806,35793
35794,*CC(*)c1ccc(C(=O)OCCCCCC)cc1,,,14.58927666,1.003719963,0.258101979,35794
35795,*CC(*)c1ccc(C(=O)CC)cc1,,,14.23013368,1.033214439,0.244573024,35795
35796,*CC(*)c1ccc(C(=O)CCC)cc1,,,14.73914033,1.016565854,0.245764324,35796
35797,*CC(*)c1ccc(C(=O)CCCC)cc1,,,13.57615427,1.003231285,0.263241449,35797
35798,*CC(*)c1ccc(C(=O)CCCCC)cc1,,,14.36561543,0.988783183,0.258123945,35798
35799,*CC(*)c1ccc(C(=O)CCCCCCC)cc1,,,13.55487628,0.970813314,0.271736697,35799
35800,*CC(*)c1ccc(C(=O)Cc2ccccc2)cc1,,,15.33258422,1.103006997,0.219547247,35800
35801,*CC(*)c1ccc(C(=O)c2ccccc2)cc1,,,15.51570377,1.09827774,0.216592432,35801
35802,*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,,,15.14876652,1.067378891,0.242415832,35802
35803,*CC(*)c1ccc(F)cc1,,,16.33327108,1.087380654,0.163887726,35803
35804,*CC(*)c1ccc(I)cc1,,,17.87087737,1.7178258,0.097198673,35804
35805,*CC(*)c1ccc(N(C)C)cc1,,,13.8215352,1.01782468,0.270531824,35805
35806,*CC(*)c1ccc(OC)cc1,,,15.63545147,1.042086594,0.215501326,35806
35807,*CC(*)c1ccc(OCC)cc1,,,14.46497808,1.016879034,0.242464965,35807
35808,*CC(*)c1ccc(OCCC)cc1,,,14.44443348,0.991729585,0.243869844,35808
35809,*CC(*)c1ccc(OCCCC)cc1,,,13.6870881,0.984185099,0.246692673,35809
35810,*CC(*)c1ccc(OCCC(C)C)cc1,,,15.22506355,0.976437278,0.282457207,35810
35811,*CC(*)c1ccc(Oc2ccccc2)cc1,,,15.76562328,1.10105886,0.221253857,35811
35812,*CC(*)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,,,14.4176585,1.054606035,0.239465602,35812
35813,*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,,,13.6160521,1.166750668,0.209057278,35813
35814,*CC(*)c1c(Cl)cccc1Cl,,,17.85712517,1.262465174,0.113806933,35814
35815,*CC(*)c1ccc(C)cc1C,,,15.60991223,0.940383427,0.214891697,35815
35816,*CC(*)c1ccc(C(C)C)cc1C(C)C,,,13.04227706,0.871064672,0.215437297,35816
35817,*CC(*)c1ccc(F)cc1C,,,16.31655338,1.058654554,0.167659758,35817
35818,*CC(*)c1ccc(Cl)cc1C,,,17.46065108,1.101968119,0.163669069,35818
35819,*CC(*)c1ccc(Cl)cc1Cl,,,17.652336,1.253540775,0.107893694,35819
35820,*CC(*)c1cc(C)ccc1C,,,14.82832636,0.925112294,0.194019925,35820
35821,*CC(*)c1cc(C(C)(C)C)ccc1C,,,14.03656517,0.896333211,0.211943136,35821
35822,*CC(*)c1cc(C(C)C)ccc1C(C)C,,,12.58652312,0.870067341,0.190254382,35822
35823,*CC(*)c1cc(Cl)ccc1Cl,,,17.28669095,1.246008309,0.112111131,35823
35824,*CC(*)c1cc(F)ccc1F,,,18.14554033,1.182523433,0.146382976,35824
35825,*CC(*)c1cc(C)ccc1F,,,17.5614621,1.053218614,0.195322638,35825
35826,*CC(*)c1cc(Br)ccc1OCCCC,,,14.88363327,1.2582648,0.15926394,35826
35827,*CC(*)c1cc(Br)ccc1OCC,,,16.35792784,1.33930596,0.139419841,35827
35828,*CC(*)c1cc(Br)ccc1OC,,,14.96406325,1.378340664,0.128686133,35828
35829,*CC(*)c1cc(Br)ccc1OCCC,,,14.99578566,1.280338839,0.138151779,35829
35830,*CC(*)c1cc(Br)ccc1OC(C)C,,,15.70495361,1.258870669,0.144697579,35830
35831,*CC(*)c1cc(Br)ccc1OCCCCC,,,13.86362583,1.225241179,0.161556934,35831
35832,*CC(*)c1cc(Br)ccc1OCCC(C)C,,,14.27154344,1.226506408,0.156760429,35832
35833,*CC(*)c1cc(C)cc(C)c1,,,15.27342415,0.939037292,0.239838224,35833
35834,*CC(*)c1ccc(C)c(C)c1,,,14.95857824,0.935056733,0.222441085,35834
35835,*CC(*)c1ccc(Cl)c(C)c1,,,16.22218089,1.086153317,0.152412214,35835
35836,*CC(*)c1ccc(Cl)c(Cl)c1,,,17.14756488,1.257069501,0.108557769,35836
35837,*CC(*)c1ccc(Cl)c(F)c1,,,17.76790396,1.218843924,0.121296834,35837
35838,*CC(*)c1c(C)cc(C)cc1C,,,14.89515923,0.93086765,0.232927166,35838
35839,*CC(*)c1cc(C)c(C)cc1C,,,15.99010021,0.929446641,0.249066929,35839
35840,*CC(*)c1c(F)c(F)c(F)c(F)c1F,,,18.32610812,1.449526713,0.111121575,35840
35841,*CC(*)(C)c1ccccc1,,,15.83927126,0.964538381,0.20669134,35841
35842,*CC(*)(C)c1ccc(C(C)C)cc1,,,13.60534967,0.902118305,0.22250314,35842
35843,*C(F)(F)C(*)(F)c1ccccc1,,,21.93793635,1.27745434,0.209551814,35843
35844,*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,,,19.42856309,1.609094369,0.109340544,35844
35845,*CC(*)c1cccc2ccccc12,,,14.18291496,1.049065386,0.183531473,35845
35846,*CC(*)c1ccc(C(C)=O)cc1,,,15.84904944,1.057706787,0.237084593,35846
35847,*CC(*)c1ccc(C(=O)CCN2CCOCC2)cc1,,,12.87883778,1.102048959,0.241083815,35847
35848,*CC(*)(C(=O)OC)c1ccccc1,,,14.70127924,1.055775059,0.174256665,35848
35849,*CC(*)(C)c1ccc(C)cc1,,,15.02291633,0.92469499,0.206248478,35849
35850,*C(c1ccccc1)C(*)[N+](=O)[O-],,,19.60423193,1.094086295,0.16724356,35850
35851,*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,,,15.73949089,1.2814039,0.154440392,35851
35852,*CC(*)c1ccc(C(=O)c2ccc(OC)cc2)cc1,,,14.43571805,1.111089836,0.245710563,35852
35853,*CC(*)c1ccc2ccccc2c1,,,14.67146471,1.048762388,0.189317179,35853
35854,*CC(*)c1ccncc1,,,17.18242977,1.064890411,0.194624132,35854
35855,*CC(*)c1cccc(C)n1,,,16.28393288,1.014862727,0.231875326,35855
35856,*CC(*)c1ccc(C)nc1,,,15.40150501,1.004278135,0.216347814,35856
35857,*CC(*)N1Cc2ccccc2N1,,,15.0667824,1.114969607,0.210041586,35857
35858,*CC(c1ccccn1)C(c1ccccc1)C(*)c1ccccn1,,,18.07137037,1.02787783,0.19889562,35858
35859,*CC(*)c1ccc(O)cc1,,,15.68301969,1.107283443,0.28470777,35859
35860,*CC(*)c1ccc(OC(C)=O)cc1,,,15.99693728,1.100534398,0.259585297,35860
35861,*CC(*)c1ccc(CCC)cc1,,,15.2545153,0.941423608,0.242985282,35861
35862,*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,,,14.62967103,1.071230538,0.265685462,35862
35863,*CC(*)c1ccc(COCC(CC)CCCC)cc1,,,13.7006927,0.944495503,0.26087891,35863
35864,*CC(*)c1ccc(COCCOCCCCCCCC)cc1,,,13.18092867,0.973660818,0.266343252,35864
35865,*CC(*)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)cc1,,,14.20619583,1.523217009,0.115569094,35865
35866,*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,,,18.44891447,1.072601323,0.199800698,35866
35867,*CC(*)c1ccc(C(=O)O)c(C(=O)O)c1,,,15.12149692,1.289327097,0.3080457,35867
35868,*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],,,16.63884808,1.071664337,0.198937871,35868
35869,*CC(*)O,,,22.62690287,1.174363926,0.438737902,35869
35870,*CC(*)C=O,,,20.20302995,1.136267031,0.267165471,35870
35871,*CC(*)OC(=O)CCCCCCCCCCC,,,13.68118811,0.921917489,0.282501246,35871
35872,*CC(*)C(C)=O,,,17.5990458,1.032572569,0.26561373,35872
35873,*CC(*)C(=O)C(C)C,,,16.03569779,0.945283927,0.225007493,35873
35874,*CC(*)(C)C(C)=O,,,17.60265515,0.974159692,0.212146266,35874
35875,*CC(*)C#N,,,22.05978238,1.046677705,0.227307045,35875
35876,*CC(*)(C)C#N,,,18.80339914,0.991092314,0.201063991,35876
35877,*CC(*)c1ccccn1,,,16.65397935,1.057501881,0.184406433,35877
35878,*CC(*)n1c2ccccc2c2ccccc21,,,14.36962838,1.099857312,0.178401902,35878
35879,*CC(*)OC,,,18.97376891,1.019931061,0.262373678,35879
35880,*CC(*)OCC,,,16.69047064,0.958386277,0.24221035,35880
35881,*CC(*)OC(C)=O,,,18.26683455,1.1098647,0.258656205,35881
35882,*CC(*)OC(=O)CC,,,17.21456789,1.060167238,0.254353251,35882
35883,*CC(*)OC(=O)c1ccccc1,,,14.93647903,1.143985301,0.186373384,35883
35884,*CC(*)CCCCCCCCCO,,,13.61667777,0.905412097,0.330609059,35884
35885,*CC(*)CCN(C(C)C)C(C)C,,,13.69934446,0.876082092,0.274221978,35885
35886,*CC(*)CCCN(C(C)C)C(C)C,,,13.13171976,0.873653205,0.27772076,35886
35887,*CC(*)CCCN(CC(C)C)CC(C)C,,,12.87576857,0.860541573,0.258228983,35887
35888,*CC(*)O[N+](=O)[O-],,,18.75947178,1.422526847,0.243039162,35888
35889,*C=CC(C)C(*)C(=O)OC,,,21.30200679,1.029013519,0.242911397,35889
35890,*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,,,24.55560009,1.251976494,0.255175548,35890
35891,*CC(*)OC=O,,,18.97705133,1.251158166,0.235150652,35891
35892,*CC(*)OCc1ccccc1,,,15.53483409,1.091059368,0.205595119,35892
35893,*CC(*)OC(C)(C)C,,,15.33751774,0.899334655,0.226849329,35893
35894,*C(C)C(*)OCC(C)C,,,16.49508712,0.889659735,0.222144713,35894
35895,*CC(*)OC(C)C,,,16.30206273,0.923613225,0.241975026,35895
35896,*CC(*)(C)OC,,,17.1423939,0.955616256,0.207223659,35896
35897,*CC(*)OCC(C)(C)C,,,14.82511794,0.874620945,0.218243316,35897
35898,*CC(*)OC(C)CC,,,16.05246852,0.905143445,0.235279019,35898
35899,*CC(*)OC(=O)C(F)(F)F,,,18.81227568,1.49183688,0.160012719,35899
35900,*/C=C/C(C*)OC,,,18.49301213,1.003981727,0.250969245,35900
35901,*C=CCC(C)(CC*)C(=O)OC,,,20.28117743,0.992758106,0.249826128,35901
35902,*CC(*)CCc1ccccc1C,,,14.63740659,0.978579324,0.237337805,35902
35903,*CC(*)CCc1ccc(C)cc1,,,14.3932565,0.970092286,0.23781263,35903
35904,*CC(*)OCCCCCCCCCCCC,,,13.33649352,0.87615794,0.325984117,35904
35905,*C(C)C(*)OCCCC,,,16.33517728,0.905549579,0.2476222,35905
35906,*C(C)C(*)OC(C)(C)C,,,14.90660952,0.874167946,0.203928088,35906
35907,*C(C)C(*)OCC,,,16.68834663,0.920915603,0.227848602,35907
35908,*C(C)C(*)OC(C)C,,,18.99231057,0.882335598,0.223844824,35908
35909,*C(C)C(*)OC,,,20.15695422,0.947492501,0.217127213,35909
35910,*C(C)C(*)OCCC,,,17.00586889,0.906495665,0.232191511,35910
35911,*CC(*)Cc1cc(C)ccc1C,,,14.42398838,0.944052893,0.219339206,35911
35912,*CC(*)Cc1ccc(C)c(C)c1,,,14.89435221,0.95241273,0.220624848,35912
35913,*CC(*)Cc1cc(C)cc(C)c1,,,14.29103936,0.95500293,0.227538068,35913
35914,*CC(*)Cc1cccc(C)c1,,,15.12977836,0.976778762,0.213029156,35914
35915,*CC(*)Cc1ccccc1C,,,14.82762777,0.972209312,0.211243073,35915
35916,*CC(*)Cc1ccc(C)cc1,,,16.18908793,0.968403914,0.20880675,35916
35917,*C(C)C(*)O,,,20.19829071,1.029484838,0.269690871,35917
35918,*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,,,14.7571501,1.021531892,0.245177434,35918
35919,*CC(*)C(=O)C(C)(C)C,,,15.84529429,0.91707896,0.222675631,35919
35920,*CC(*)C(=O)C1CCCCC1,,,15.03387796,0.971181484,0.219884069,35920
35921,*CC(*)C(=O)c1ccccc1O,,,15.28485466,1.187225592,0.225341707,35921
35922,*C=CC(C*)OC,,,19.18540535,1.002721432,0.240715701,35922
35923,*CCC=C(*)c1ccccc1,,,15.95070727,1.017027333,0.209330511,35923
35924,*C(O)C(*)O,,,19.64602994,1.396107757,0.503119958,35924
35925,*CC(*)OCC(CC)CCCC,,,14.13912387,0.883883354,0.250639578,35925
35926,*CC(*)SCCCC,,,14.65968007,0.975699357,0.231505378,35926
35927,*CC(*)OC1CCCCC1,,,13.62953501,0.948633594,0.209300741,35927
35928,*CC(*)SCC,,,17.66261453,1.030279109,0.212352519,35928
35929,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,17.92886538,1.779887798,0.09864473,35929
