SMILES,FFV,id
*Nc1ccc2c(c1)C(=O)c1ccc(N*)cc1C2=O,0.33028392,89
*NC(C)(C)C(C)(C)N*,0.338250255,90
*Nc1nc(CCn2ccnc2C)nc(N*)n1,0.323466525,91
*Nc1nc(CCn2ccnc2CCCCCCCCCCC)nc(N*)n1,0.3488479,92
*Nc1ccc(-c2ccc(-c3ccc(N*)cc3)cc2)cc1,0.341878125,93
*Nc1nc(-c2csc(N*)n2)cs1,0.3526676199999999,94
*Nc1cc(Br)c(N*)c(Br)c1,0.37180837,95
*Nc1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(N*)ccc1-2,0.3663007649999999,96
*NCCN*,0.30038933999999995,97
*Nc1ccc(CCc2ccc(N*)cc2)cc1,0.34439613999999996,98
*Nc1ccccc1CCc1ccccc1N*,0.338535005,99
*NCC1(C)CC(N*)CC(C)(C)C1,0.34576246,100
*NCCCC(C)CN*,0.32866479,101
*Nc1ccc(Cc2ccc(N*)cc2)cc1,0.341819305,102
*Nc1ccc(Cc2ccc(N*)c(Cl)c2)cc1Cl,0.3514118,103
*NCCN(C)CCN*,0.3165625749999999,104
*Nc1c(C)cc(Cc2cc(C)c(N*)c(CC)c2)cc1CC,0.368319995,105
*NC1CCC(CC2CCC(N*)C(C)C2)CC1C,0.36266838,106
*NCC(C)CN*,0.31971706,107
*Nc1c(CC)cc(Cc2cc(CC)c(N*)c(CC)c2)cc1CC,0.37359767,108
*Nc1c(CC)cc(Cc2cc(CC)c(N*)c(CC)c2Cl)c(Cl)c1CC,0.37886544,109
*Nc1ccc(Oc2ccc(N*)cc2)cc1,0.33692082,110
*NCCOCCN*,0.310244355,111
*Nc1ccc(N*)cc1,0.3237701,112
*Nc1cccc(N*)c1,0.3236545,113
*Nc1ccc(-c2ccc(N*)c(C)c2)cc1C,0.348553159,114
*NCCNCCNCCN*,0.32616627,115
*Nc1ccc(Sc2ccc(N*)cc2)cc1,0.34614089000000003,116
*Nc1cc(Cl)c(-c2cc(Cl)c(N*)cc2Cl)cc1Cl,0.36444978,117
*Nc1c(C)cc(-c2cc(C)c(N*)c(C)c2)cc1C,0.36477351,118
*Nc1c(F)c(F)c(N*)c(F)c1F,0.32203175,119
*Nc1cc2c(cc1C)-c1cc(C)c(N*)cc1S2(=O)=O,0.35820795499999997,120
*Nc1c(C)c(C)c(N*)c(C)c1C,0.35823411499999996,121
*NCCSCCN*,0.323520965,122
*Nc1c(F)c(F)c(F)c(N*)c1F,0.32142208,123
*Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N*)cc3)c2)cc1,0.34895160500000005,124
*Nc1ccc(-c2ccc(N*)cc2C)c(C)c1,0.35745963499999994,125
*NCCOCCOCCOCCOCCN*,0.3235597,126
*Nc1ccc(-c2nc(-c3ccc(N)cc3)nc(-c3ccc(N*)cc3)n2)cc1,0.388028525,127
*Nc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(N*)cc2)cc1,0.36641724,128
*Nc1cc2cc3cc4ccccc4cc3cc2cc1N*,0.3410204,129
*Nc1cc2cc3cc4cc5cc6ccccc6cc5cc4cc3cc2cc1N*,0.34605853,130
*Nc1ccc2c(c1)-c1cc(N*)ccc1C2C#CC1c2ccc(N)cc2-c2cc(N)ccc21,0.38806577,131
*Nc1ccc(-c2ccc3c(c2)C(C)(C)C[C@@]3(C)c2ccc(N*)cc2)cc1,0.36588438,132
*Nc1ccccc1-c1cccc(C2(c3ccc(N*)c(-c4ccccc4)c3)c3ccccc3-c3ccccc32)c1,0.37486017000000005,133
*Nc1ccc2cc3c(cc2c1-c1c(N*)ccc2cc4c(cc12)CCCC4)CCCC3,0.37579984,134
*Nc1ccc2c(c1)[C@@]1(C)c3ccc(N)cc3[C@]2(C)c2cc(N*)ccc21,0.3829945,135
*Nc1ccc(Oc2ccc(Oc3ccc(N*)cc3)c3c2[C@H]2c4ccccc4[C@@H]3c3ccccc32)cc1,0.37675561,136
*Nc1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc(N*)cc4)ccc2-3)cc1,0.35324332,137
*Nc1ccc2c(c1)C1(CC2)CCc2ccc(N*)cc21,0.3601834849999999,138
*Nc1c(N*)c2cccc3ccc4cccc1c4c32,0.34202194,139
*Nc1ccc2c(ccc3ccc4ccc5ccc6cc(N*)ccc6c5c4c32)c1,0.3586391,140
*Nc1ccc(Oc2ccccc2)cc1N*,0.33227989,141
*Nc1ccc(C2(c3ccc(N*)cc3)c3cc(N)ccc3-c3ccc(N)cc32)cc1,0.38023772499999997,142
*Nc1ccc(-c2ccccc2)cc1-c1c(N*)ccc2ccccc12,0.34947854,143
*Nc1c(N*)c2c3ccccc3ccc2c2ccccc12,0.33765399,144
*Nc1ccc2c(c1)[C@@H]1c3ccccc3[C@H]2c2cc(N*)ccc21,0.38083739,145
*Nc1ccc(-c2ccc(N*)c3cc4ccccc4cc23)c2cc3ccccc3cc12,0.3627942,146
*Nc1ccc2c(-c3ccccc3)c3cc(N*)ccc3c(-c3ccccc3)c2c1,0.36152182,147
*Nc1cc(-c2c(C)cccc2C)cc(-c2c(C)cccc2C)c1N*,0.36856174,148
*Nc1ccc2c(-c3ccccc3)c(N*)c(-c3ccccc3)c(-c3ccccc3)c2c1-c1ccccc1,0.37513122,149
*Nc1cc2c(cc1N*)[C@H]1CC[C@@H]2CC1,0.35470749,150
*Nc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N*)cc2)cc1,0.36920269,151
*Nc1ccc2c3cccc4c(N*)ccc(c5cccc1c52)c43,0.33296652,152
*Nc1cccc2c1OC1(Oc3c(cccc3N*)C=C1C)C(C)=C2,0.35078115,153
*Nc1cccc(-c2ccccc2-c2ccccc2-c2ccccc2)c1N*,0.35659206,154
*Nc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5ccccc5)c4)c3)c2)c1N*,0.34461865,155
*Nc1cccc(-c2ccc(-c3ccccc3-c3ccc(-c4ccccc4)cc3)cc2)c1N*,0.35096567,156
*Nc1ccc2c(c1)[C@@H]1c3ccc(C)cc3[C@H]2c2cc(N*)ccc21,0.38323804,157
*Nc1cc(-c2ccc3ccccc3c2)cc(-c2ccc3ccccc3c2)c1N*,0.34590052,158
*Nc1ccc(-c2ccc(N*)c(-c3ccc(-c4ccccc4)cc3)c2-c2ccc(-c3ccccc3)cc2)cc1,0.35925281,159
*Nc1ccc2c3c4ccccc4c(c2c1N*)CC3,0.35026083,160
*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,0.33562005,161
*Nc1ccc(Cc2ccccc2-c2ccccc2Cc2ccc(N*)cc2)cc1,0.35066059,162
*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,0.39389056,163
*Nc1ccc2c(c1)C(/C(C)=C/C(=C)C(=C)c1ccccc1)(C(/C=C(\C)C(=C)c1ccccc1C)=C/C)c1cc(N*)ccc1-2,0.359086085,164
*Nc1c(N*)c2c(ccc3c4ccccc4c4ccccc4c32)c2ccccc12,0.35171057,165
*Nc1ccc2c3ccc4ccc5ccccc5c4c3c3ccccc3c2c1N*,0.35285371,166
*Nc1cc2c(cc1C)c1cc(N*)c(N)cc1c1cc(N)c(N)cc12,0.33922457,167
*Nc1ccc([C@H]2C[C@H]3CC[C@@H]2CC[C@@H]2CC[C@H](CC3)[C@H](c3ccc(N*)c(N)c3)C2)cc1N,0.35134124,168
*Nc1ccc(-c2ccccc2-c2ccccc2-c2ccc(N*)cc2)cc1,0.35490612,169
*Nc1cc2c(cc1C)[C@H]1c3cc(C)c(N*)cc3[C@@H]2[C@H]2CCCC[C@H]12,0.3950421,170
*Nc1ccc2c3cccc4cccc(c5c(N*)c(N)c(N)c1c25)c43,0.33109076,171
*Nc1ccc2c(-c3ccccc3)c3ccccc3c(-c3ccccc3)c2c1N*,0.35655362,172
*Nc1ccc2c(-c3ccc(C)cc3)c3ccccc3c(-c3ccc(C)cc3)c2c1N*,0.36448557,173
*Nc1ccc2c(-c3ccccc3C)c3ccccc3c(-c3ccccc3C)c2c1N*,0.36841027,174
*Nc1ccc2c(c1N*)[C@H]1c3ccccc3[C@@H]2c2ccccc21,0.37638503,175
*Nc1ccc2ccc(N*)c3c4cccc5cccc(c1c23)c54,0.33884923,176
*Nc1ccc([C@]2(C)c3cc(N*)ccc3[C@@H](C)[C@H]2C)cc1,0.3637627799999999,177
*Nc1ccc2ccc3c(-c4ccc5ccc6ccccc6c5c4N*)cccc3c2c1,0.35015279,178
*Nc1cc2cc3c4cc5ccccc5cc4c4cc5ccccc5cc4c3cc2c(N)c1N*,0.34084911,179
*Nc1c(-c2ccccc2)c(-c2ccccc2)c2ccccc2c1N*,0.36229869,180
*Nc1ccc2ccccc2c1-c1ccc2ccccc2c1N*,0.35558527,181
*Nc1ccc(-c2ccc(N*)cc2-c2ccccc2-c2ccccc2)cc1,0.35741644,182
*Nc1c(CCCCC)c2ccc3cccc4ccc(c1N*)c2c34,0.34744506,183
*Nc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(N*)cc3)c3c2[C@H]2c4ccccc4[C@@H]3c3ccccc32)cc1,0.36285875,184
*Nc1cccc(C(=O)Oc2ccc(OC(=O)c3cccc(N*)c3)c3c2[C@H]2c4ccccc4[C@@H]3c3ccccc32)c1,0.35943133,185
*Nc1ccc(Oc2ccc(-c3cccc4c3[C@H]3c5ccccc5[C@@H]4c4ccccc43)c(Oc3ccc(N*)cc3)c2)cc1,0.37154684,186
*Nc1ccc2c(c1)-c1cc(N*)ccc1C21C=CCCC1,0.36307465,187
*Nc1ccc(-c2c(C)cc(C3(c4cc(C)c(-c5ccc(N*)cc5)c(C(C)C)c4)c4ccccc4-c4ccccc43)cc2C(C)C)cc1,0.40849139999999995,188
*Nc1cccc(C2(c3cccc(N*)c3C)c3ccccc3-c3ccccc32)c1C,0.37119559499999993,189
*Nc1c(C(C)(C)C)cc(C2(c3cc(C(C)(C)C)c(N*)c(C(C)(C)C)c3)c3ccccc3-c3ccccc32)cc1C(C)(C)C,0.41407636,190
*NC/C=C\C(=C/CC)[C@]1(c2ccc(N*)cc2)c2ccccc2[C@@]2(C)C=CC=C[C@@H]12,0.36729671,191
*Nc1ccc(C2(c3ccc(N*)cc3)C3=C(C=CCC=C3)c3ccccc32)cc1,0.36502239,192
*Nc1cc2c(-c3ccc4c(c3)c3ccccc3c3c(N*)c(N)ccc43)cc3c4ccccc4ccc3c2cc1N,0.3459392,193
*Nc1ccc2ccc3c4ccccc4ccc3c2c1N*,0.34015504,194
*Nc1ccc2cc3ccc4cccc5ccc(c2c1N*)c3c45,0.33707635,195
*Nc1c(N*)c2c3ccccc3cc3ccc4cccc1c4c32,0.34230926,196
*Nc1cc2cc3ccc4cccc5ccc(c2cc1N*)c3c45,0.33084477,197
*Nc1ccc2ccc3cc4c(ccc5ccccc54)cc3c2c1N*,0.33607115,198
*Nc1cc2c3cccc4cccc(c5cccc(c1N*)c52)c43,0.32584641,199
*Nc1ccc(C2(c3ccc(N*)cc3)C=CC=C3C2=Cc2ccccc23)cc1,0.36753725000000004,200
*Nc1ccc(C2(c3ccc(N*)cc3)CCc3ccccc32)cc1,0.35743146000000003,201
*Nc1ccc(C2(c3ccc(N*)cc3)CCCc3ccccc32)cc1,0.35799942,202
*Nc1cc2ccc3cccc4ccc(c1N*)c2c34,0.33185759,203
*Nc1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc(N*)cc21,0.37643743999999996,204
*Nc1ccc2cc3ccccc3cc2c1-c1c(N*)ccc2cc3ccccc3cc12,0.35802001,205
*N[C@H]1CC[C@H](C[C@H]2CC[C@H](N*)CC2)CC1,0.3557302,206
*Nc1ccc2c(c1)C1c3cc(N)ccc3C2c2ccc(N*)cc21,0.38546708,207
*NC[C@H]1CC[C@H](CN*)CC1,0.33898524,208
*NC[C@@H]1CCC[C@@H](CN*)C1,0.32836534,209
*Nc1ccc2cc3cc4ccccc4cc3cc2c1N*,0.34122991,210
*Nc1ccc2c3ccc(N*)c4cccc(c5cccc1c52)c43,0.33265387,211
*Nc1ccc(-c2ccc(N*)c(-c3cccc4ccccc34)c2-c2cccc3ccccc23)cc1,0.36652016,212
*Nc1ccccc1-c1ccc2c(c1-c1ccccc1N*)Cc1ccccc1-2,0.359745555,213
*Nc1c(N*)c(-c2cccc(C)c2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37986013,214
*Nc1ccc(C2(c3ccc(N*)c(-c4ccccc4)c3)c3ccccc3-c3ccccc32)cc1-c1ccccc1,0.379009425,215
*Nc1ccc2c(c1N*)[C@@H]1CC[C@H]2c2ccccc21,0.36492565499999996,216
*Nc1ccc(Cc2ccc(-c3ccccc3Cc3ccc(N*)cc3)cc2)cc1,0.35309577,217
*Nc1cc2ccccc2c(-c2cccc(C)c2)c1N*,0.35472795,218
*Nc1ccc(-c2c3ccccc3c(-c3cccc(N*)c3)c3ccccc23)cc1,0.36094997,219
*Nc1cccc(-c2c3ccccc3cc3ccccc23)c1N*,0.34840678,220
*Nc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,0.37411616,221
*Nc1ccc(-c2cc(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,0.36380664,222
*Nc1cccc(-c2c3ccccc3c(-c3cccc(N)c3N)c3ccccc23)c1N*,0.35466159,223
*Nc1ccc2c(ccc3c4ccccc4ccc23)c1N*,0.33046619,224
*Nc1ccc2c(c1)C(C)(C)CC21CC(C)(C)c2cc(N*)ccc21,0.380516755,225
*Nc1c(N*)c2ccc3ccc(C)c4c(C)c(C)c(c1C)c2c34,0.34040386,226
*Nc1ccc2c(c1N*)Cc1ccccc1C2,0.3459074,227
*Nc1ccc2ccccc2c1-c1ccc(-c2c(N*)ccc3ccccc23)cc1,0.35362502,228
*Nc1ccc2c(c1)[C@H]1CC[C@@H]2c2ccc(N*)cc21,0.3658294,229
*Nc1ccc2c(c1)[C@H]1CC[C@@H]2c2cc(N*)ccc21,0.36594162,230
*Nc1ccc(C2CCCCC2)c(C2CCCCC2)c1N*,0.37629915,231
*Nc1ccc(/C=C/c2ccccc2)c(/C=C/c2ccccc2)c1N*,0.3517669399999999,232
*Nc1ccc2ccccc2c1-c1c(N*)ccc2ccccc12,0.35275725,233
*Nc1ccc(Cc2ccc(N*)c3ccccc23)c2ccccc12,0.34615054,234
*Nc1cc2ccccc2c(Cc2c(N*)c(N)cc3ccccc23)c1N,0.34344352,235
*Nc1ccc(C2c3ccc(N)cc3-c3cc(N*)ccc32)cc1,0.36276266,236
*Nc1ccc(/C=C/c2ccc(N*)cc2-c2ccccc2)c(-c2ccccc2)c1,0.35626419,237
*Nc1ccc2c(C)c(-c3ccccc3)c(-c3ccccc3)c(N*)c2c1N,0.35215178,238
*Nc1cc2ccc3cc4ccccc4cc3c2cc1N*,0.33601961,239
*Nc1ccc([C@@H]2CC(C)(C)c3cc(N*)ccc32)cc1,0.36237935499999996,240
*Nc1c(CCC)c2cccc3c4cccc5cccc(c(c1N*)c23)c54,0.35047005,241
*Nc1ccc(-c2cccc3c2[C@@H](c2ccc(N*)cc2)c2ccccc2-3)cc1,0.357501605,242
*Nc1ccc2c(ccc3ccccc32)c1N*,0.3361781,243
*Nc1cc2cccc3c4cccc5cccc(c(c1N*)c23)c54,0.33482328,244
*Nc1cc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1N*,0.36099506,245
*Nc1c(N*)c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37324371,246
*Nc1ccc2c(c1N*)-c1ccccc1-c1ccccc1-c1ccccc1-2,0.36739742,247
*Nc1ccc2c3ccc(cc3)c2c1N*,0.33320503,248
*Nc1cc(-c2ccccc2)c(-c2ccccc2)c(-c2cccc3ccccc23)c1N*,0.36562173,249
*Nc1ccc(-c2ccccc2Cc2ccccc2-c2ccc(N*)cc2)cc1,0.351946935,250
*Nc1ccc(-c2ccc(N*)cc2-c2ccccc2)c(-c2ccccc2)c1,0.35575719,251
*Nc1ccc(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1N*,0.35367739,252
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3-c3cccc4ccccc34)c2-c2ccccc2-c2cccc3ccccc23)cc1,0.36814299,253
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3)c2-c2cccc3ccccc23)c(-c2cccc3ccccc23)c1-c1ccccc1,0.37664419,254
*Nc1ccc(-c2cc(-c3ccccc3)c(N*)c(N)c2-c2ccccc2)cc1N,0.35451477,255
*Nc1cc2c(cc1N*)C1c3cc(N)c(N)cc3C2c2cc(N)c(N)cc21,0.372622,256
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37552726,257
*Nc1ccc2c(c1)[C@H]1c3cc(N*)ccc3[C@@H]2c2c(N)cccc21,0.38618396,258
*Nc1cccc2c1[C@H]1c3ccccc3[C@@H]2c2cccc(N*)c21,0.3714413,259
*Nc1ccc(/C=C2\c3ccccc3-c3ccc(N*)cc32)cc1,0.35260945699999996,260
*Nc1ccc([C@]2(C)CC(C)(C)c3cc(N*)ccc32)cc1,0.36537988499999996,261
*Nc1ccc(-c2ccccc2)c(-c2ccccc2)c1N*,0.3546781,262
*Nc1cccc(/C=C2\c3ccccc3-c3ccc(N*)cc32)c1,0.352968501,263
*Nc1cc2ccccc2c2c1ccc1ccc3c(N*)cc4ccccc4c3c12,0.36566777,264
*Nc1ccc2ccccc2c1Cc1c(N*)ccc2ccccc12,0.34468979,265
*Nc1ccc2ccccc2c1-c1c(N*)c(-c2ccccc2)cc2ccccc12,0.35903974,266
*Nc1ccc2ccccc2c1/N=N/c1ccc(-c2ccc(/N=N/c3c(N*)ccc4ccccc34)c(C)c2)cc1C,0.35713398,267
*Nc1ccc(/C=C2/c3ccccc3-c3ccc(N*)cc32)cc1,0.35088407499999996,268
*Nc1ccc2c3ccccc3c3ccccc3c2c1N*,0.33446977,269
*Nc1ccc2ccc3ccccc3c2c1N*,0.33674811,270
*Nc1ccc(-c2cccc3ccccc23)c(-c2cccc3ccccc23)c1N*,0.36015799,271
*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,0.35509262,272
*Nc1c(N*)c(-c2ccccc2-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37334739,273
*Nc1ccc(-c2c(-c3ccccc3)cc(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,0.36585327,274
*Nc1ccc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)c1N*,0.36465263,275
*Nc1c(-c2ccccc2)cc(/C=C/c2ccccc2)c(/C=C/c2ccccc2)c1N*,0.36364076,276
*Nc1ccc(C2(c3ccc(N*)cc3)c3ccccc3-c3cccc(N)c32)cc1,0.36866816500000005,277
*Nc1cc(-c2cc(N*)c(N)c3ccccc23)c2ccccc2c1N,0.35081452,278
*Nc1ccc2cc3ccccc3cc2c1N*,0.33917986,279
*Nc1ccccc1-c1c(N)ccc2cc3c(-c4ccccc4N)c(N*)ccc3cc12,0.35412155,280
*Nc1ccccc1-c1c(N)ccc2c1ccc1c(-c3ccccc3N)c(N*)ccc12,0.35843699,281
*Nc1cc2ccc3cc(N*)c(-c4ccccc4N)c4ccc(c1-c1ccccc1N)c2c34,0.3574156,282
*Nc1c(N*)c(-c2ccccc2)c2ccccc2c1-c1ccccc1,0.35701914,283
*Nc1ccc2c(c1)-c1cc(N*)ccc1C2(C)C,0.36307576,284
*Nc1cc2ccccc2c(-c2c(N*)c(N)cc3ccccc23)c1N,0.33877583,285
*Nc1c(-c2cccc3ccccc23)ccc(-c2cccc3ccccc23)c1N*,0.35630163,286
*Nc1c(N*)c2cc3ccccc3cc2c2cc3ccccc3cc12,0.34595266,287
*Nc1ccc2c(c1)-c1ccc3c4ccc5c6c(ccc(c7ccc(c1c73)C2)c64)Cc1c(N*)cccc1-5,0.33775178,288
*Nc1ccc2c(c1N*)CCc1ccccc1-2,0.341292,289
*Nc1ccc2c(c1)[C@H]1c3ccccc3[C@@H]2c2ccc(N*)cc21,0.37877881,290
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3-c3cccc4ccccc34)c2)cc1,0.35656149,291
*Nc1ccc(-c2ccc(N*)cc2-c2ccccc2-c2cccc3ccccc23)cc1,0.35954171,292
*Nc1ccc(-c2ccc(N*)c(-c3cccc4ccccc34)c2-c2ccccc2)cc1,0.36849354,293
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c1,0.36556523,294
*Nc1ccc(C2=CC(C)(C)[C@H](N*)C(C)(C)C2)cc1,0.36534008,295
