smiles,Rg
*CC(*)(CC(=O)OCCC)C(=O)OCCC,15.63947186
*C(C*)c1ccc(cc1)C(=O)CCCCCCC,13.55487628
*C(C*)OC(=O)CCCCCCCCCCC,13.68118811
*C(C*)c1c(cccc1)C(=O)OCCC,14.11532006
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,13.6699298
*C(C*)OC(=O)C(CCC)(C)C,15.07129891
*CC(*)(C)C(=O)OCCN(C)C,14.82278012
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,15.0865752
*C(C*)c1ccc(cc1)C(=O)OC,15.11730414
*C(C*)OC(=O)c1ccc(cc1)CC,14.34170528
*C(C*)c1ccc(cc1)C(C)(C)C,14.30377054
*C(C*)c1c(ccc(c1)C(C)(C)C)C,14.03656517
*CC(*)(C)C(=O)OC(C)CC,15.49147687
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,13.98572797
*C(C*)c1c(cccc1)C(=O)OCC,15.25587433
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,13.93020611
*C(C*)c1ccc(cc1)C(=O)OCCCCCC,14.58927666
*C(C*)OC(=O)C1(CCCCC1)C,13.92155481
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,13.53478497
*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,13.87581719
*C(C*)Cc1c(ccc(c1)C)C,14.42398838
*C(C*)c1ccc(cc1)OCC,14.46497808
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,13.88062741
*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCC,13.61876978
*C(C*)c1c(ccc(c1)Br)OCC,16.35792784
*C(C*)Cc1cc(cc(c1)C)C,14.29103936
*C(C*)c1c(cccc1)C(=O)OCCC(C)C,14.4306517
*C(C*)Cc1cc(c(cc1)C)C,14.89435221
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,14.69725119
*CC(*)C(=O)Oc1ccc(C#N)cc1,16.75532154
*C(C*)c1ccc(cc1)OC(=O)C,15.99693728
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,14.1560318
*CC(*)C(=O)OCc1ccccc1,15.74589379
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,15.68591994
*CC(*)(C)C(=O)Oc1ccccc1,15.47850817
*C(C*)c1c(cccc1)C(=O)OC(C)C,14.18096027
*C(C*)OCCCCCCCCCCCC,13.33649352
*CC(*)(C)C(=O)OCc1ccccc1Cl,16.36566282
*C(C*)OC(=O)CC(c1ccccc1)(C)C,13.51269818
*CC(*)(C)C(=O)OCCOC,15.73833492
*C(C*)CCc1ccc(cc1)C,14.3932565
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,14.85666076
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,14.19923629
*C(C*)c1c(cccc1)CC,15.63555438
*C(C*)OC(=O)c1ccc(cc1)OCC,13.56211229
*C(C*)c1ccc(cc1)C(C)C,15.15661624
*C(C*)OC(=O)c1ccc(cc1)C(C)C,13.82745897
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,15.62408521
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,16.19178259
*C(C*)c1c(ccc(c1)Br)OC(C)C,15.70495361
*CC(*)C(=O)Oc1ccccc1,16.36247995
*C(C*)c1ccc(cc1)C(=O)N(C)C,15.9123512
*C(C*)c1c(cccc1)C(=O)OCC(C)C,14.5338504
*C(C*)c1c(ccc(c1)Br)OCCCCC,13.86362583
*C(C*)c1c(cc(cc1C)C)C,14.89515923
*CC(*)C(=O)OCc1ccc(C#N)cc1,14.9381318
*C(C*)OCC(CC(C)C)(C)C,14.2455368
*C(C*)c1c(cccc1)COCCc1ccccc1,13.49363288
*C(C*)c1c(cccc1)C(=O)OCCCC,14.65218988
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,13.19656261
*CC(*)(C)C(=O)OCC(C)C,15.30603285
*C(C*)C(=O)c1ccc(cc1)OC,15.75625012
*C(C*)c1c(cccc1)C(=O)OCCCCCC,13.19402732
*C(C*)c1c(cccc1)C(=O)OCCCCC,14.46126705
*CC(*)(CC(=O)OCC)C(=O)OCC,16.45393479
*CC(*)(C)C(=O)OCCC,16.19729792
*C(C*)c1ccc(cc1)C(=O)N(CC)CC,14.43613402
*C(C*)OC(=O)c1ccc(cc1)C,14.74333207
*C(C*)c1c(cccc1)COCc1ccccc1,14.11258884
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],16.05424523
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,13.6680908
*C(C*)(C(=O)OC)c1ccccc1,14.70127924
*C(C*)c1ccc(cc1)C(O)(C)C,14.24456805
*C(C*)C(=O)c1cc(c(cc1)C)C,15.23129023
*C(C*)c1c(cccc1)C(=O)OCCN(C)C,13.93175461
*C(C*)CCCCCCC,14.31192204
*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,14.64612907
*C(C*)c1cc(ccc1)c1ccc(cc1)c1ccccc1,14.72292163
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,14.05682565
*CC(*)C(=O)Oc1ccccc1C(=O)OC,14.82615356
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,14.03382495
*C(C*)Cc1ccc(cc1)C,16.18908793
*C(C*)c1ccc(cc1)C(=O)N1CCOCC1,15.78200571
*C(C*)c1c(ccc(c1)Br)OCCC(C)C,14.27154344
*CC(*)(C)C(=O)OCCC#N,16.86981314
*C(C*)c1c(cccc1)C(=O)N(C)C,14.34481433
*C(C*)c1c(cc(cc1)C)C,15.60991223
*C(C*)CCCCCCCCCCCCC,13.21145476
*C(C*)c1c(ccc(c1)C)F,17.5614621
*C(C*)c1cc(ccc1)CC,15.84976465
*C(C*)OC(=O)c1ccc(cc1)C(C)(C)C,14.7571501
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,12.43461106
*C(C*)OC(=O)CCCCC,14.65998256
*C(C*)c1ccc(cc1)S(=O)(=O)OCCC,13.6160521
*C(C*)c1c(cc(c(c1)C)C)C,15.99010021
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,16.14202319
*C(C*)c1c(ccc(c1)C)C,14.82832636
*C(C*)OCC(CCCC)CC,14.13912387
*C(C*)CCCCCCCCCCCCCC,13.51600024
*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)OC,14.43571805
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,16.5647974
*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCCCC,13.87946955
*CC(*)(C)C(=O)OC(C)(C)C,16.20809979
*C(C*)c1ccc(cc1)C(CCC)(O)C,14.4775695
*CC(*)C(=O)OC1CCCCCCCCCCC1,12.91952215
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,15.70489431
*C(C*)Cc1c(cccc1)C,14.82762777
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,15.94193843
*C(C*)c1ccc(cc1)C(=O)Cc1ccccc1,15.33258422
*C(C*)c1ccc(cc1)C(CCCC)(O)C,12.83039798
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,15.9622621
*C(C*)c1ccc(cc1)COC,14.55788133
*C(C*)c1ccc(cc1)CC,15.56198015
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,16.58005541
*C(C*)c1ccc(cc1)C(=O)N1CCCCC1,13.90916341
*C(C*)OC(=O)c1cc(ccc1)C,16.20375695
*C(C*)c1ccc(cc1)C(CC)(O)C,14.36693126
*C(C*)C(c1ccccc1)C,14.69572127
*C(C*)c1c(cccc1)C(=O)OC,14.95874782
*CC(*)(C)C(=O)Oc1c(C)cccc1C,14.96938175
*C(C*)C(=O)c1c(cccc1)O,15.28485466
*CC(*)C(=O)Oc1ccc(OC)cc1,14.62669406
*C(C*)OC(=O)c1cc(ccc1)OC,16.70882815
*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)C,15.14876652
*C(C*)C(=O)OCCCC,15.85093378
*C(C*)c1c(cccc1)C(=O)NC,14.2222386
*C(C*)c1ccc(cc1)C(CCCCC)(O)C,12.68780054
*C(C*)c1cc(c(cc1)C(=O)O)C(=O)O,15.12149692
*C(C*)OC(=O)c1c(cccc1)C,15.97265841
*C(C*)OC(=O)CCCC(=O)c1ccccc1,14.04169185
*C(C*)c1ccc(cc1)c1ccc(cc1)c1ccccc1,14.4176585
*C(C*)CCN(C(C)C)C(C)C,13.69934446
*C(C*)c1c(cccc1)C(=O)Nc1ccccc1,15.35270772
*C(C*)c1ccc(cc1)C(=O)c1ccccc1,15.51570377
*C(C*)c1ccc(cc1)N(C)C,13.8215352
*C(C*)Cc1cc(ccc1)C,15.12977836
*C(C*)OC(=O)c1ccc(cc1)OC,15.38539351
*C(C*)c1c(cccc1)C(=O)Oc1ccccc1,13.97527172
*C(C*)CCCC(C)(C)C,14.35781565
*CC(*)(CC)C(=O)OCC,18.68941169
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,15.96291331
*C(C*)c1ccc(cc1)COCCO,15.16861857
*C(C*)c1cc(c(cc1)C)C,14.95857824
*C(C*)C(=O)c1cc(c(cc1)Br)OC,16.36128939
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,15.93743599
*CC(*)(C)c1ccc2ccccc2c1,14.67254835
*C(C*)c1cc(cc(c1)C)C,15.27342415
*CC(*)C(=O)N1CCCCC1,14.57926593
*C(C*)CCCN(C(C)C)C(C)C,13.13171976
*CC(*)C(=O)OC1CCCCC1,13.82399801
*C(C*)CCC(C)(C)C,14.9505416
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,16.96300774
*C(C*)c1ccc(cc1)c1ccccc1,14.54803603
*C(C*)CCCN(CC(C)C)CC(C)C,12.87576857
*C(C*)c1ccc(cc1)C(=NO)C,16.88235418
*C(C*)CCCCCC,14.80442202
*C(C*)OCCCCCCCCCCCCCCCCCC,13.75909532
*CC(*)(CC(=O)OC)C(=O)OC,17.1353479
*C(C*)CCC(CC)C,14.60740742
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,17.37339911
*C(C*)c1c(cccc1)COC,15.12599095
*C(C*)C(=O)C1CCCCC1,15.03387796
*C(C*)C(=O)c1ccc(cc1)C,14.51530897
*C(C*)c1c(cccc1)C(=O)O,17.30086834
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,14.74432802
*C(C*)OC(=O)c1c(cccc1)OC(=O)C,14.76297702
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,14.5176678
*C(C*)NC(=O)OC(C)(C)C,14.77361587
*C(C*)c1ccc(cc1)COCCCCO,14.44348152
*C(C*)c1ccc(cc1)Oc1ccccc1,15.76562328
*C(C*)CC(CC)(C)C,15.15669433
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,16.48420407
*C(C*)c1c(ccc(c1)Br)OC,14.96406325
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],15.69852344
*C(C*)c1ccc(cc1)C(CCN(C)C)O,13.98079175
*C(C*)c1ccc(cc1)C(=O)CCN1CCOCC1,12.87883778
*C(C*)OC(=O)c1c(cccc1)OC,15.67895442
*CC(*)(C)C(=O)OCC(C)O,14.81784724
*C(C*)C(=O)OCC(C)C,15.74079932
*C(C*)c1ccc(cc1)C(=O)CCN1CCCCC1,13.83668426
*C(C*)CCCCCCCCCCCCCCCC,13.46131349
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,13.56598885
*C(C*)c1cc(c(cc1)Cl)C,16.22218089
*C(C*)C(=O)OC(C)(C)C,16.03282719
*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,16.00551203
*C(C*)OC(=O)c1ccc(cc1)C#N,15.78934931
*C(C*)c1c(ccc(c1)Cl)Cl,17.28669095
*C(C*)c1ccc(cc1)COCCCCCCOc1ccc(cc1)c1ccc(cc1)OC,14.62967103
*C(C*)CC(CC)CC,14.5182176
*C(C*)C1CC(CCC1)C,14.69170054
*C(C*)c1nc(ccc1)C,16.28393288
*CC(*)(C)C(=O)OCCBr,17.47188732
*C(C*)OC(=O)c1ccccc1,14.93647903
*C(C*)c1ccc(nc1)C,15.40150501
*C(C*)c1ccc(cc1)OC,15.63545147
*C(C*)c1c(cc(cc1)F)C,16.31655338
*CC(*)(C)C(=O)OCCO,16.14206295
*C(C*)c1ncccc1,16.65397935
*C(C*)c1c(ccc(c1)F)F,18.14554033
*C(C*)C(=O)c1ccc(cc1)Cl,16.72379022
*C(C*)c1c(cccc1)OC,15.86315929
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,11.99034433
*CC(*)(C)C(=O)OC(C)C,16.7947377
*C(C*)c1ccc(cc1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,15.21371358
*CC(*)C(=O)n1c2ccccc2c2ccccc21,14.82692672
*C(C*)c1ccc(cc1)C(=O)C,15.84904944
*C(C*)OCC(CC)(C)C,15.13911828
*C(C*)(c1ccc(cc1)C)C,15.02291633
*CC(*)C(=O)OC(OCC)C(F)(F)F,16.15183675
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,14.03345744
*C(C*)c1ccc(cc1)O,15.68301969
*C(C*)C(=O)c1ccccc1,15.31568423
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],15.16948533
*C(C*)c1cc2c(cc1)cccc2,14.67146471
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,14.63808686
*C(C*)OC(=O)c1c(cccc1)Cl,15.50848092
*C(C*)c1ccc(cc1)C,15.84597516
*C(C*)c1ccc(cc1)C(=O)C(F)(F)F,15.73949089
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,10.36673786
*C(C*)c1c(cc(cc1)Cl)C,17.46065108
*CC(*)C(=O)OCC(C)O,15.91247541
*C(C*)c1c(cccc1Cl)Cl,17.85712517
*C(C*)C(=O)OCCC,17.26959447
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,11.11893161
*CC(*)C(=O)OCC(C)(C)C,15.26310416
*C(C*)c1ccc(cc1)C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,14.20619583
*C(C*)(C(=O)OCC)C,17.04579674
*C(C*)c1cc(ccc1)C,16.34575568
*C(C*)OC(=O)c1cc(ccc1)Cl,16.34133778
*CC(*)C(=O)NC(C)C,15.97303008
*C(C*)OC(=O)c1ccc(cc1)Cl,16.98206714
*C(C*)c1c2c(ccc1)cccc2,14.18291496
*C(C*)c1c(cccc1)Cl,16.45969775
*C(C(*)OCCCC)C,16.33517728
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],16.31690789
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],15.62776691
*C(C(*)OCC(C)C)C,16.49508712
*C(C*)c1cc(ccc1)Cl,17.33948171
*C(C*)(c1ccccc1)C,15.83927126
*C(C*)C1CCC(CC1)C,14.89340858
*C(C*)C(=O)OCC,16.84660274
*C(C*)OC(=O)c1cc(ccc1)Br,17.42336725
*C(C*)c1c(cc(cc1)Cl)Cl,17.652336
*C(C*)c1c(cccc1)C,17.4908753
*C(C*)c1nc(nc(n1)C)C,14.95789187
*C(C*)N1Nc2c(C1)cccc2,15.0667824
*C(C*)c1ccc(cc1)C(CCN1CCOCC1)O,13.11344595
*C(C*)CCCC1CCCCC1,13.32480759
*C(C*)OC(=O)c1ccc(cc1)Br,17.15031322
*C(C*)CCCCC,14.49472356
*C(C*)OC(=O)CCCC1CCCCC1,12.62513355
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,11.78546257
*C1(CCC(CC1)C)C*,16.54077615
*C(C*)OC(=O)CC,17.21456789
*C(C*)c1ccc(cc1)C(CCN1CCCCC1)O,12.6922634
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,12.40911496
*C(C*)n1c2ccccc2c2ccccc12,14.36962838
*C(C*)c1c(cccc1)F,16.87173852
*C(C*)C(=O)c1ccc(cc1)Br,16.02566915
*C(C(*)c1ccccc1)[N+](=O)[O-],19.60423193
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,11.12507079
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,18.46545024
*C(C*)C(=O)OC(C)C,16.46496186
*C(C*)CCC1CCCCC1,14.07993929
*C(C*)OC(=O)c1cnccc1,16.3670213
*C(C*)CCc1ccccc1,14.96591592
*C(C*)C1CCCCC1,15.42436826
*CC(*)C(=O)N1CCOCC1,13.76267889
*C(C*)OC(=O)c1ccncc1,16.11159845
*C(C*)c1c(c(c(c(c1F)F)F)F)F,18.32610812
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,15.44845766
*C(C*)CC(CC)C,15.292816
*C(C*)OC(=O)C1CCCCC1,15.02904936
*C(C*)OC(=O)C1CCCC1,14.7548975
*C1Oc2ccccc2C1*,17.46088525
*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,16.75338469
*C(C*)c1cc(ccc1)F,17.72241416
*CC(*)C(=O)OCCC#N,17.15727746
*C1c2c(CC1*)cccc2,16.42259175
*C(C*)c1cc(c(cc1)Cl)Cl,17.14756488
*CC(*)C(=O)OCCO,16.61684144
*C(C*)CC1CCCCC1,14.56179057
*C(C*)CCCCCCCCCO,13.61667777
*C(C*)c1ccccc1,16.61375099
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,14.36196379
*C1C(*)C2CC1C1C=CCC12,14.53842481
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,11.63447878
*C(C*)(C(=O)OC)C,17.75408992
*C(C*)c1ccncc1,17.18242977
*C(C*)C(CC)CC,15.78908163
*C(C(*)OC(C)(C)C)C,14.90660952
*C(C*)OCC(C)(C)C,14.82511794
*C(C*)C1CC=CCC1,16.28976431
*C(C(*)OCCC)C,17.00586889
*C(C*)OC(=O)CC1CCCC1,13.87715062
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,15.20088875
*C(C*)CC(C)(C)C,15.7554997
*C(C*)c1ccc(cc1)F,16.33327108
*C(C*)OCc1ccccc1,15.53483409
*C(C*)N1C(=O)CCC1,16.23853098
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,14.59173807
*C(C*)CC1CCCC1,15.23433651
*C(C*)Cc1ccccc1,15.68836024
*C(*)C(=O)OCCC,15.96646564
*C(C*)OC1CCCCC1,13.62953501
*C(C*)c1cc(c(cc1)Cl)F,17.76790396
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,15.70594894
*C(C*)CCCC,15.5576579
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,21.3243086
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,12.12779736
*C(C*)C(=O)OCC=C,16.63317236
*C(C*)OC(=O)CC1CCCCC1,12.23054725
*C(C*)c1ccc(cc1)C#N,16.9408436
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,21.1064287
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,16.17765228
*C(C*)OC(CC)C,16.05246852
*C(C*)C1=CC=CS1,19.19072991
*CC(*)C(=O)N(C)C,16.21765411
*C(C(*)(F)F)(c1ccccc1)F,21.93793635
*C1C2CC(C)C(C2)C1*,14.97922281
*/C=C(/*)c1ccc(-c2ccc(C#C)cc2)cc1,21.12489851
*C(C(*)OCC)C,16.68834663
*C(C*)c1ccc(cc1)I,17.87087737
*C(C*)c1ccc(cc1)Br,18.90727861
*C(C*)C(=O)C(C)C,16.03569779
*C(C*)C(=O)C(C)(C)C,15.84529429
*C(C*)C1CCCC1,15.28079947
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,16.73509919
*C(C(*)OC(C)C)C,18.99231057
*C1(CCCCC1)C*,15.53389008
*/C(Cl)=C(/*)c1ccccc1,29.80213503
*C(C*)OCCOC,16.18817273
*C(C*)(CCC)C,15.69240776
*C(C*)CCCCCCCCCCCCCCCCCCCC,14.17209546
*C(C(*)(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],16.63884808
*C(C*)CC(C)C,15.29672057
*C(C*)OCCC,16.23770054
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,16.89930197
*C(*)C(=O)OC(C)C,16.31426813
*C(CC)C(CC)*,17.80886641
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,21.70108472
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,23.84510584
*C(C*)c1ccc(cc1)Cl,18.43133959
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,15.95493816
*C(C*)OC(C)C,16.30206273
*C(C*)N1CNCC1,15.06593322
*C(C*)C(CC)C,15.66076705
*C(*)C(=O)OCC,17.34823087
*C(C*)(C(=O)C)C,17.60265515
*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,17.42126843
*C(C*)OCC,16.69047064
*C(C*)C1CCC1,16.09859299
*C(C*)(C(=O)C)F,18.13593146
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,20.14247518
*C(C*)OC(C)(C)C,15.33751774
*C(C*)C(=O)OC,18.53319803
*CCCCNC(=O)CCCCCCC(=O)N*,20.22607488
*C(C*)C1CC1,16.56057365
*C(C*)OC(=O)C,18.26683455
*/C=C(/*)c1cccc(C#C)c1,27.70134865
*/C(C)=C(/*)C(C)C,33.80326529
*CCCCNC(=O)CCCCC(=O)N*,21.45638929
*CCCCCCCCCCCC(=O)N*,22.24299579
*C(C*)OC(=O)CCl,18.24518341
*C(C*)C(=O)C,17.5990458
*/C=C(/*)c1ccc(C#C)cc1,28.65403268
*C(C(*)OC)C,20.15695422
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,16.89967025
*C(C*)OCCCl,17.81288149
*C(C(*)(F)F)(c1c(c(c(c(c1F)F)F)F)F)F,19.42856309
*C(C*)CCC,15.69579508
*CCCCCCCCCCCCC(=O)N*,22.28216004
*C(C*)(OC)C,17.1423939
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,20.42495944
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,17.53091845
*C(C*)C(=O)OCC(F)(F)F,17.41967846
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,17.4877483
*CC(*)C(N)=O,17.78837154
*C(C(*)(F)F)(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,17.92886538
*C=CCCCCCCCC*,22.38144722
*C(C*)OC(=O)C(C(F)(F)F)(F)F,17.81853544
*C=CCCCCCCCCCC*,22.18283972
*/C=C/CCCCCCCCCC*,22.20393175
*CCCCNC(=O)CCCCCCCCC(=O)N*,21.00511312
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],17.85162789
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,17.72320981
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,20.55517675
